adsh,cik,gvkey,form,filed,co_conm,will,shall,going_to,expect_to,expected_to,expecting_to
0001418135-14-000033,1418135,28877,10-Q,20141023,KEURIG DR PEPPER INC,934.0,0.0,0.0,0.0,0.0,0.0
0001437107-14-000072,1437107,164296,10-Q,20141104,DISCOVERY INC,497.0,207.0,0.0,0.0,0.0,0.0
0001437749-14-019100,728535,5783,10-Q,20141030,HUNT (JB) TRANSPRT SVCS INC,12.0,0.0,0.0,0.0,0.0,0.0
0001442145-14-000039,1442145,180652,10-Q,20141028,VERISK ANALYTICS INC,708.0,0.0,0.0,0.0,0.0,0.0
0001445305-14-004238,920760,6669,10-Q,20141003,LENNAR CORP,177.0,4.0,0.0,0.0,0.0,0.0
0001445305-14-004439,858470,20548,10-Q,20141024,CABOT OIL & GAS CORP,67.0,0.0,0.0,0.0,0.0,0.0
0001445305-14-004505,816284,13599,10-Q,20141028,CELGENE CORP,614.0,0.0,0.0,0.0,0.0,0.0
0001445305-14-004514,927653,7171,10-Q,20141028,MCKESSON CORP,799.0,743.0,0.0,0.0,0.0,0.0
0001445305-14-004562,1048286,28930,10-Q,20141029,MARRIOTT INTL INC,459.0,16.0,0.0,0.0,0.0,0.0
0001445305-14-004646,1585689,5643,10-Q,20141031,HILTON WORLDWIDE HOLDINGS,139.0,0.0,0.0,0.0,0.0,0.0
0001445305-14-004655,315213,2312,10-Q,20141031,ROBERT HALF INTL INC,121.0,284.0,0.0,0.0,0.0,0.0
0001445305-14-004665,315293,3221,10-Q,20141031,AON PLC,718.0,0.0,0.0,0.0,0.0,0.0
0001445305-14-004772,106040,11399,10-Q,20141104,WESTERN DIGITAL CORP,344.0,213.0,0.0,0.0,0.0,0.0
0001445305-14-004807,18349,13041,10-Q,20141105,SYNOVUS FINANCIAL CORP,153.0,6.0,0.0,0.0,0.0,0.0
0001445305-14-004852,1373835,176282,10-Q,20141106,SPECTRA ENERGY CORP,457.0,37.0,0.0,0.0,0.0,0.0
0001445305-14-004959,1390777,2019,10-Q,20141107,BANK OF NEW YORK MELLON CORP,1028.0,41.0,0.0,0.0,0.0,0.0
0001445305-14-004965,1297996,160991,10-Q,20141107,DIGITAL REALTY TRUST INC,196.0,68.0,0.0,0.0,0.0,0.0
0001445305-14-005262,1048695,121077,10-K,20141126,F5 NETWORKS INC,685.0,41.0,0.0,0.0,0.0,0.0
0001445305-14-005699,23217,3362,10-Q,20141229,CONAGRA BRANDS INC,1088.0,0.0,0.0,0.0,0.0,0.0
0001451505-14-000151,1451505,28338,10-Q,20141110,TRANSOCEAN LTD,1967.0,223.0,0.0,0.0,0.0,0.0
0001452575-14-000048,1452575,180833,10-Q,20141023,MEAD JOHNSON NUTRITION CO,538.0,0.0,0.0,0.0,0.0,0.0
0001466258-14-000067,1466258,5959,10-Q,20141022,TRANE TECHNOLOGIES PLC,681.0,4.0,0.0,0.0,0.0,0.0
0001467373-14-000467,1467373,143357,10-K,20141024,ACCENTURE PLC,751.0,6.0,0.0,0.0,0.0,0.0
0001467373-14-000566,1467373,143357,10-Q,20141218,ACCENTURE PLC,515.0,62.0,0.0,0.0,0.0,0.0
0001467858-14-000247,1467858,5073,10-Q,20141023,GENERAL MOTORS CO,178.0,0.0,0.0,0.0,0.0,0.0
0001496048-14-000027,1496048,28119,10-Q,20141105,BROOKFIELD PROPERTY REIT,179.0,1358.0,0.0,0.0,0.0,0.0
0001501585-14-000039,1501585,186310,10-Q,20141106,HUNTINGTON INGALLS IND INC,745.0,3.0,0.0,0.0,0.0,0.0
0001502823-14-000057,1457543,183257,10-Q,20141107,CAREFUSION CORP,691.0,341.0,0.0,0.0,0.0,0.0
0001506307-14-000065,1506307,6310,10-Q,20141029,KINDER MORGAN INC,563.0,0.0,0.0,0.0,0.0,0.0
0001510295-14-000030,1510295,186989,10-Q,20141103,MARATHON PETROLEUM CORP,572.0,100.0,0.0,0.0,0.0,0.0
0001518832-14-000024,1518832,187128,10-Q,20141105,WPX ENERGY INC,105.0,1.0,0.0,0.0,0.0,0.0
0001521332-14-000049,1521332,118122,10-Q,20141024,APTIV PLC,499.0,0.0,0.0,0.0,0.0,0.0
0001524472-14-000016,1524472,189491,10-Q,20141028,XYLEM INC,604.0,73.0,0.0,0.0,0.0,0.0
0001532063-14-000028,1532063,25356,10-Q,20141028,EXPRESS SCRIPTS HOLDING CO,765.0,0.0,0.0,0.0,0.0,0.0
0001532176-14-000046,872589,23812,10-Q,20141104,REGENERON PHARMACEUTICALS,195.0,0.0,0.0,0.0,0.0,0.0
0001534701-14-000116,1534701,170841,10-Q,20141030,PHILLIPS 66,524.0,37.0,0.0,0.0,0.0,0.0
0001539838-14-000115,1539838,170750,10-Q,20141106,DIAMONDBACK ENERGY INC,114.0,1.0,0.0,0.0,0.0,0.0
0001545158-14-000108,1545158,12978,10-Q,20141030,KRAFT FOODS GROUP INC,488.0,0.0,0.0,0.0,0.0,0.0
0001545547-14-000019,21665,3170,10-Q,20141024,COLGATE-PALMOLIVE CO,117.0,0.0,0.0,0.0,0.0,0.0
0001546640-14-000023,1546640,14438,10-K,20141112,ADT CORP,880.0,1.0,0.0,0.0,0.0,0.0
0001551182-14-000036,1551182,4199,10-Q,20141031,EATON CORP PLC,409.0,3.0,0.0,0.0,0.0,0.0
0001552781-14-000912,84839,9225,10-Q,20141029,ROLLINS INC,237.0,127.0,0.0,0.0,0.0,0.0
0001555280-14-000335,1555280,13721,10-Q,20141110,ZOETIS INC,754.0,328.0,0.0,0.0,0.0,0.0
0001558370-14-000270,70318,7750,10-Q,20141103,TENET HEALTHCARE CORP,489.0,0.0,0.0,0.0,0.0,0.0
0001558370-14-000275,765880,13125,10-Q,20141104,HEALTHPEAK PROPERTIES INC,305.0,1030.0,0.0,0.0,0.0,0.0
0001558370-14-000307,1168054,150699,10-Q,20141105,CIMAREX ENERGY CO,93.0,0.0,0.0,0.0,0.0,0.0
0001564590-14-004404,87347,9465,10-Q,20141022,SCHLUMBERGER LTD,512.0,5.0,0.0,0.0,0.0,0.0
0001564590-14-004429,1492633,100873,10-Q,20141023,NIELSEN HOLDINGS PLC,442.0,12.0,0.0,0.0,0.0,0.0
0001564590-14-004514,1278021,158742,10-Q,20141024,MARKETAXESS HOLDINGS INC,402.0,4.0,0.0,0.0,0.0,0.0
0001564590-14-004644,315852,6788,10-Q,20141029,RANGE RESOURCES CORP,82.0,0.0,0.0,0.0,0.0,0.0
0001564590-14-004721,943452,60979,10-Q,20141030,WABTEC CORP,569.0,0.0,0.0,0.0,0.0,0.0
0001564590-14-004744,1595262,63800,10-Q,20141030,IMS HEALTH HOLDINGS INC,487.0,0.0,0.0,0.0,0.0,0.0
0001564590-14-004746,1164727,7881,10-Q,20141030,NEWMONT CORP,196.0,0.0,0.0,0.0,0.0,0.0
0001564590-14-004772,350563,10277,10-Q,20141031,TECO ENERGY INC,878.0,1300.0,0.0,0.0,0.0,0.0
0001564590-14-004822,1070750,7063,10-Q,20141031,HOST HOTELS & RESORTS INC,51.0,0.0,0.0,0.0,0.0,0.0
0001564590-14-004859,313927,3026,10-Q,20141103,CHURCH & DWIGHT INC,481.0,0.0,0.0,0.0,0.0,0.0
0001564590-14-004942,1526520,199356,10-Q,20141104,TRIPADVISOR INC,498.0,0.0,0.0,0.0,0.0,0.0
0001564590-14-004992,1012100,9555,10-Q,20141105,SEALED AIR CORP,668.0,44.0,0.0,0.0,0.0,0.0
0001564590-14-005041,1410636,179437,10-Q,20141105,AMERICAN WATER WORKS CO INC,451.0,0.0,0.0,0.0,0.0,0.0
0001564590-14-005050,29669,4040,10-Q,20141105,DONNELLEY (R R) & SONS CO,781.0,0.0,0.0,0.0,0.0,0.0
0001564590-14-005159,1418091,18872,10-Q,20141106,TWITTER INC,567.0,0.0,0.0,0.0,0.0,0.0
0001564590-14-005230,789570,14418,10-Q,20141107,MGM RESORTS INTERNATIONAL,200.0,3.0,0.0,0.0,0.0,0.0
0001564590-14-005246,894315,27780,10-Q,20141107,SITE CENTERS CORP,110.0,0.0,0.0,0.0,0.0,0.0
0001564590-14-005307,1308161,12886,10-Q,20141107,TWENTY-FIRST CENTURY FOX INC,461.0,749.0,0.0,0.0,0.0,0.0
0001564590-14-005364,4447,1380,10-Q,20141110,HESS CORP,271.0,0.0,0.0,0.0,0.0,0.0
0001564590-14-005915,203527,11115,10-K,20141125,VARIAN MEDICAL SYSTEMS INC,838.0,8.0,0.0,0.0,0.0,0.0
0001567892-14-000040,1567892,18086,10-K,20141125,MALLINCKRODT PLC,1254.0,421.0,0.0,0.0,0.0,0.0
0001571049-14-005621,1513761,104432,10-Q,20141031,NORWEGIAN CRUISE LINE HLDGS,898.0,4109.0,0.0,0.0,0.0,0.0
0001571949-14-000018,1571949,163610,10-Q,20141104,INTERCONTINENTAL EXCHANGE,887.0,0.0,0.0,0.0,0.0,0.0
0001574842-14-000044,12659,2269,10-Q,20141209,BLOCK H & R INC,724.0,0.0,0.0,0.0,0.0,0.0
0001579241-14-000041,1579241,316056,10-Q,20141030,ALLEGION PLC,818.0,0.0,0.0,0.0,0.0,0.0
0001585364-14-000025,1585364,24782,10-Q,20141106,PERRIGO CO PLC,697.0,0.0,0.0,0.0,0.0,0.0
0001593034-14-000044,1593034,63645,10-Q,20141110,ENDO INTERNATIONAL PLC,1204.0,163.0,0.0,0.0,0.0,0.0
0001596532-14-000005,1596532,20748,10-Q,20141107,ARISTA NETWORKS INC,156.0,0.0,0.0,0.0,0.0,0.0
0001601712-14-000015,1601712,20686,10-Q,20141031,SYNCHRONY FINANCIAL,156.0,0.0,0.0,0.0,0.0,0.0
0001603923-14-000086,1603923,4367,10-Q,20141024,WEATHERFORD INTL PLC,762.0,160.0,0.0,0.0,0.0,0.0
0001604778-14-000014,1604778,64853,10-Q,20141105,QORVO INC,29.0,0.0,0.0,0.0,0.0,0.0
0001618034-14-000004,1285785,162129,10-Q,20141030,MOSAIC CO,432.0,0.0,0.0,0.0,0.0,0.0
0000004127-15-000006,4127,1327,10-Q,20150204,SKYWORKS SOLUTIONS INC,468.0,422.0,0.0,0.0,0.0,0.0
0000004904-15-000008,4904,1440,10-K,20150220,AMERICAN ELECTRIC POWER CO,1750.0,1185.0,0.0,0.0,0.0,0.0
0000004977-15-000071,4977,1449,10-K,20150226,AFLAC INC,289.0,229.0,0.0,0.0,0.0,0.0
0000005272-15-000002,5272,1487,10-K,20150220,AMERICAN INTERNATIONAL GROUP,1349.0,14.0,0.0,0.0,0.0,0.0
0000005513-15-000010,5513,12726,10-K,20150225,UNUM GROUP,544.0,241.0,0.0,0.0,0.0,0.0
0000006281-15-000005,6281,1632,10-Q,20150217,ANALOG DEVICES,755.0,21.0,0.0,0.0,0.0,0.0
0000006951-15-000008,6951,1704,10-Q,20150219,APPLIED MATERIALS INC,916.0,18.0,0.0,0.0,0.0,0.0
0000007084-15-000005,7084,1722,10-K,20150220,ARCHER-DANIELS-MIDLAND CO,1225.0,6.0,0.0,0.0,0.0,0.0
0000007332-15-000004,7332,9904,10-K,20150226,SOUTHWESTERN ENERGY CO,206.0,2.0,0.0,0.0,0.0,0.0
0000008670-15-000004,8670,1891,10-Q,20150205,AUTOMATIC DATA PROCESSING,583.0,0.0,0.0,0.0,0.0,0.0
0000008868-15-000013,8868,1920,10-K,20150224,AVON PRODUCTS,1275.0,35.0,0.0,0.0,0.0,0.0
0000011199-15-000006,11199,2154,10-K,20150220,BEMIS CO INC,858.0,0.0,0.0,0.0,0.0,0.0
0000011544-15-000010,11544,14822,10-K,20150227,BERKLEY (W R) CORP,344.0,0.0,0.0,0.0,0.0,0.0
0000012927-15-000011,12927,2285,10-K,20150212,BOEING CO,868.0,0.0,0.0,0.0,0.0,0.0
0000014272-15-000055,14272,2403,10-K,20150213,BRISTOL-MYERS SQUIBB CO,1440.0,482.0,0.0,0.0,0.0,0.0
0000014693-15-000006,14693,2435,10-Q,20150305,BROWN FORMAN CORP,85.0,0.0,0.0,0.0,0.0,0.0
0000014930-15-000050,14930,2444,10-K,20150220,BRUNSWICK CORP,1087.0,73.0,0.0,0.0,0.0,0.0
0000016732-15-000007,16732,2663,10-Q,20150311,CAMPBELL SOUP CO,662.0,352.0,0.0,0.0,0.0,0.0
0000016918-15-000006,16918,2710,10-Q,20150108,CONSTELLATION BRANDS,1708.0,67.0,0.0,0.0,0.0,0.0
0000018230-15-000061,18230,2817,10-K,20150217,CATERPILLAR INC,2708.0,873.0,0.0,0.0,0.0,0.0
0000018926-15-000008,18926,2884,10-K,20150224,CENTURYLINK INC,1824.0,1134.0,0.0,0.0,0.0,0.0
0000019617-15-000272,19617,2968,10-K,20150224,JPMORGAN CHASE & CO,1427.0,11.0,0.0,0.0,0.0,0.0
0000020286-15-000011,20286,14824,10-K,20150227,CINCINNATI FINANCIAL CORP,108.0,0.0,0.0,0.0,0.0,0.0
0000020520-15-000011,20520,135484,10-K,20150225,FRONTIER COMMUNICATIONS CORP,552.0,11.0,0.0,0.0,0.0,0.0
0000021344-15-000005,21344,3144,10-K,20150225,COCA-COLA CO,1550.0,102.0,0.0,0.0,0.0,0.0
0000024545-15-000004,24545,3505,10-K,20150212,MOLSON COORS BEVERAGE CO,1749.0,44.0,0.0,0.0,0.0,0.0
0000024741-15-000015,24741,3532,10-K,20150213,CORNING INC,1181.0,89.0,0.0,0.0,0.0,0.0
0000026172-15-000007,26172,3650,10-K,20150217,CUMMINS INC,1091.0,2.0,0.0,0.0,0.0,0.0
0000027419-15-000012,27419,3813,10-K,20150313,TARGET CORP,538.0,536.0,0.0,0.0,0.0,0.0
0000027904-15-000003,27904,3851,10-K,20150211,DELTA AIR LINES INC,774.0,945.0,0.0,0.0,0.0,0.0
0000028412-15-000031,28412,3231,10-K,20150217,COMERICA INC,772.0,147.0,0.0,0.0,0.0,0.0
0000028917-15-000046,28917,3964,10-K,20150325,DILLARDS INC  -CL A,69.0,0.0,0.0,0.0,0.0,0.0
0000029905-15-000007,29905,4058,10-K,20150213,DOVER CORP,1722.0,28.0,0.0,0.0,0.0,0.0
0000029989-15-000003,29989,4066,10-K,20150210,OMNICOM GROUP,1006.0,34.0,0.0,0.0,0.0,0.0
0000030554-15-000004,30554,4087,10-K,20150205,DU PONT (E I) DE NEMOURS,919.0,13.0,0.0,0.0,0.0,0.0
0000030625-15-000021,30625,4108,10-K,20150217,FLOWSERVE CORP,1084.0,20.0,0.0,0.0,0.0,0.0
0000031235-15-000002,31235,4194,10-K,20150316,EASTMAN KODAK CO,1635.0,13.0,0.0,0.0,0.0,0.0
0000031791-15-000003,31791,4145,10-K,20150224,PERKINELMER INC,1374.0,31.0,0.0,0.0,0.0,0.0
0000032604-15-000011,32604,4321,10-Q,20150204,EMERSON ELECTRIC CO,215.0,0.0,0.0,0.0,0.0,0.0
0000033213-15-000004,33213,4430,10-K,20150212,EQT CORP,400.0,367.0,0.0,0.0,0.0,0.0
0000034088-15-000013,34088,4503,10-K,20150225,EXXON MOBIL CORP,116.0,53.0,0.0,0.0,0.0,0.0
0000034408-15-000002,34408,4560,10-Q,20150108,FAMILY DOLLAR STORES,52.0,0.0,0.0,0.0,0.0,0.0
0000034903-15-000014,34903,4605,10-K,20150210,FEDERAL REALTY INVESTMENT TR,172.0,8.0,0.0,0.0,0.0,0.0
0000037785-15-000008,37785,4510,10-K,20150227,FMC CORP,1157.0,1.0,0.0,0.0,0.0,0.0
0000037996-15-000013,37996,4839,10-K,20150213,FORD MOTOR CO,313.0,13.0,0.0,0.0,0.0,0.0
0000038777-15-000010,38777,4885,10-Q,20150130,FRANKLIN RESOURCES INC,61.0,2.0,0.0,0.0,0.0,0.0
0000039899-15-000006,39899,4988,10-K,20150225,TEGNA INC,1936.0,194.0,0.0,0.0,0.0,0.0
0000039911-15-000101,39911,4990,10-K,20150323,GAP INC,945.0,70.0,0.0,0.0,0.0,0.0
0000040533-15-000009,40533,5046,10-K,20150209,GENERAL DYNAMICS CORP,1053.0,8.0,0.0,0.0,0.0,0.0
0000040545-15-000030,40545,5047,10-K,20150227,GENERAL ELECTRIC CO,1613.0,28.0,0.0,0.0,0.0,0.0
0000045012-15-000040,45012,5439,10-K,20150224,HALLIBURTON CO,658.0,14.0,0.0,0.0,0.0,0.0
0000047111-15-000010,47111,5597,10-K,20150220,HERSHEY CO,1038.0,0.0,0.0,0.0,0.0,0.0
0000048039-15-000014,48039,5667,10-K,20150225,HOLLYFRONTIER CORP,662.0,137.0,0.0,0.0,0.0,0.0
0000049071-15-000019,49071,27914,10-K,20150218,HUMANA INC,981.0,0.0,0.0,0.0,0.0,0.0
0000049826-15-000016,49826,5878,10-K,20150213,ILLINOIS TOOL WORKS,2248.0,0.0,0.0,0.0,0.0,0.0
0000050104-15-000007,50104,10466,10-K,20150224,ANDEAVOR,1108.0,46.0,0.0,0.0,0.0,0.0
0000050863-15-000015,50863,6008,10-K,20150213,INTEL CORP,1200.0,33.0,0.0,0.0,0.0,0.0
0000051253-15-000004,51253,6078,10-K,20150302,INTL FLAVORS & FRAGRANCES,574.0,2.0,0.0,0.0,0.0,0.0
0000051434-15-000009,51434,6104,10-K,20150226,INTL PAPER CO,2072.0,50.0,0.0,0.0,0.0,0.0
0000051644-15-000011,51644,6136,10-K,20150223,INTERPUBLIC GROUP OF COS,689.0,80.0,0.0,0.0,0.0,0.0
0000052988-15-000006,52988,6216,10-Q,20150202,JACOBS ENGINEERING GROUP INC,160.0,5.0,0.0,0.0,0.0,0.0
0000054480-15-000013,54480,6335,10-K,20150130,KANSAS CITY SOUTHERN,236.0,0.0,0.0,0.0,0.0,0.0
0000055785-15-000014,55785,6435,10-K,20150218,KIMBERLY-CLARK CORP,659.0,1.0,0.0,0.0,0.0,0.0
0000058492-15-000002,58492,6649,10-K,20150226,LEGGETT & PLATT INC,2197.0,1.0,0.0,0.0,0.0,0.0
0000059478-15-000100,59478,6730,10-K,20150219,LILLY (ELI) & CO,752.0,271.0,0.0,0.0,0.0,0.0
0000059558-15-000010,59558,6742,10-K,20150226,LINCOLN NATIONAL CORP,810.0,32.0,0.0,0.0,0.0,0.0
0000060667-15-000057,60667,6829,10-K,20150331,LOWE'S COS INC,106.0,26.0,0.0,0.0,0.0,0.0
0000061986-15-000014,61986,6994,10-K,20150220,MANITOWOC CO,1308.0,14.0,0.0,0.0,0.0,0.0
0000062709-15-000005,62709,7065,10-K,20150226,MARSH & MCLENNAN COS,821.0,10.0,0.0,0.0,0.0,0.0
0000063754-15-000013,63754,7146,10-K,20150129,MCCORMICK & CO INC,1010.0,269.0,0.0,0.0,0.0,0.0
0000063754-15-000030,63754,7146,10-Q,20150331,MCCORMICK & CO INC,217.0,84.0,0.0,0.0,0.0,0.0
0000063908-15-000016,63908,7154,10-K,20150224,MCDONALD'S CORP,469.0,1.0,0.0,0.0,0.0,0.0
0000064040-15-000004,64040,7163,10-K,20150213,S&P GLOBAL INC,1316.0,455.0,0.0,0.0,0.0,0.0
0000064803-15-000008,64803,7241,10-K,20150210,CVS HEALTH CORP,1252.0,825.0,0.0,0.0,0.0,0.0
0000065011-15-000009,65011,7260,10-Q,20150128,MEREDITH CORP,866.0,298.0,0.0,0.0,0.0,0.0
0000065984-15-000102,65984,7366,10-K,20150226,ENTERGY CORP,2281.0,270.0,0.0,0.0,0.0,0.0
0000068505-15-000003,68505,7585,10-K,20150213,MOTOROLA SOLUTIONS INC,915.0,180.0,0.0,0.0,0.0,0.0
0000070858-15-000008,70858,7647,10-K,20150225,BANK OF AMERICA CORP,1052.0,186.0,0.0,0.0,0.0,0.0
0000071691-15-000004,71691,7866,10-K,20150224,NEW YORK TIMES CO  -CL A,714.0,1.0,0.0,0.0,0.0,0.0
0000072207-15-000007,72207,7912,10-K,20150219,NOBLE ENERGY INC,507.0,5.0,0.0,0.0,0.0,0.0
0000072333-15-000041,72333,7922,10-K,20150316,NORDSTROM INC,436.0,15.0,0.0,0.0,0.0,0.0
0000072741-15-000013,72741,7970,10-K,20150225,EVERSOURCE ENERGY,832.0,3.0,0.0,0.0,0.0,0.0
0000072903-15-000011,72903,7977,10-K,20150220,XCEL ENERGY INC,370.0,0.0,0.0,0.0,0.0,0.0
0000072971-15-000449,72971,8007,10-K,20150225,WELLS FARGO & CO,1545.0,2423.0,0.0,0.0,0.0,0.0
0000074208-15-000013,74208,10894,10-K,20150224,UDR INC,284.0,1.0,0.0,0.0,0.0,0.0
0000075677-15-000007,75677,128978,10-K,20150227,PACKAGING CORP OF AMERICA,910.0,46.0,0.0,0.0,0.0,0.0
0000075829-15-000004,75829,8304,10-Q,20150225,PALL CORP,397.0,0.0,0.0,0.0,0.0,0.0
0000076334-15-000011,76334,8358,10-Q,20150206,PARKER-HANNIFIN CORP,576.0,0.0,0.0,0.0,0.0,0.0
0000077360-15-000007,77360,8463,10-K,20150224,PENTAIR PLC,1611.0,81.0,0.0,0.0,0.0,0.0
0000077476-15-000012,77476,8479,10-K,20150212,PEPSICO INC,1046.0,28.0,0.0,0.0,0.0,0.0
0000078003-15-000014,78003,8530,10-K,20150227,PFIZER INC,1581.0,17.0,0.0,0.0,0.0,0.0
0000078814-15-000006,78814,8606,10-K,20150220,PITNEY BOWES INC,1407.0,21.0,0.0,0.0,0.0,0.0
0000079879-15-000009,79879,8247,10-K,20150219,PPG INDUSTRIES INC,1185.0,270.0,0.0,0.0,0.0,0.0
0000079958-15-000017,79958,8717,10-Q,20150205,PRECISION CASTPARTS CORP,493.0,0.0,0.0,0.0,0.0,0.0
0000080424-15-000014,80424,8762,10-Q,20150127,PROCTER & GAMBLE CO,1162.0,75.0,0.0,0.0,0.0,0.0
0000080661-15-000010,80661,13341,10-K,20150302,PROGRESSIVE CORP-OHIO,616.0,922.0,0.0,0.0,0.0,0.0
0000085408-15-000003,85408,9258,10-K,20150302,ROWAN COMPANIES PLC,175.0,157.0,0.0,0.0,0.0,0.0
0000085961-15-000012,85961,9299,10-K,20150213,RYDER SYSTEM INC,1050.0,2.0,0.0,0.0,0.0,0.0
0000086144-15-000004,86144,9359,10-K,20150304,SAFEWAY INC,1052.0,4.0,0.0,0.0,0.0,0.0
0000086521-15-000011,1032208,8272,10-K,20150226,SEMPRA ENERGY,1564.0,967.0,0.0,0.0,0.0,0.0
0000089800-15-000004,89800,9667,10-K,20150225,SHERWIN-WILLIAMS CO,1411.0,233.0,0.0,0.0,0.0,0.0
0000090185-15-000027,90185,9699,10-K,20150212,SIGMA-ALDRICH CORP,611.0,0.0,0.0,0.0,0.0,0.0
0000092122-15-000015,92122,9850,10-K,20150302,SOUTHERN CO,1437.0,27.0,0.0,0.0,0.0,0.0
0000092230-15-000021,92230,11856,10-K,20150225,TRUIST FINANCIAL CORP,971.0,1.0,0.0,0.0,0.0,0.0
0000092380-15-000027,92380,9882,10-K,20150206,SOUTHWEST AIRLINES,472.0,13.0,0.0,0.0,0.0,0.0
0000093410-15-000010,93410,2991,10-K,20150220,CHEVRON CORP,247.0,20.0,0.0,0.0,0.0,0.0
0000093556-15-000005,93556,10016,10-K,20150219,STANLEY BLACK & DECKER INC,1057.0,25.0,0.0,0.0,0.0,0.0
0000093751-15-000042,93751,10035,10-K,20150220,STATE STREET CORP,1277.0,1159.0,0.0,0.0,0.0,0.0
0000095521-15-000008,95521,10190,10-Q,20150107,SUPERVALU INC,775.0,0.0,0.0,0.0,0.0,0.0
0000096021-15-000004,96021,10247,10-Q,20150203,SYSCO CORP,345.0,336.0,0.0,0.0,0.0,0.0
0000096223-15-000006,96223,6682,10-K,20150227,JEFFERIES FINANCIAL GRP INC,1092.0,10.0,0.0,0.0,0.0,0.0
0000096943-15-000023,96943,10407,10-K,20150220,TELEFLEX INC,2438.0,2285.0,0.0,0.0,0.0,0.0
0000097216-15-000030,97216,7991,10-K,20150223,TEREX CORP,1391.0,1.0,0.0,0.0,0.0,0.0
0000097476-15-000003,97476,10499,10-K,20150224,TEXAS INSTRUMENTS INC,716.0,1115.0,0.0,0.0,0.0,0.0
0000097745-15-000007,97745,10530,10-K,20150226,THERMO FISHER SCIENTIFIC INC,1173.0,408.0,0.0,0.0,0.0,0.0
0000098246-15-000038,98246,13646,10-K,20150320,TIFFANY & CO,794.0,270.0,0.0,0.0,0.0,0.0
0000100493-15-000012,100493,10793,10-Q,20150130,TYSON FOODS INC  -CL A,489.0,6.0,0.0,0.0,0.0,0.0
0000101778-15-000007,101778,7017,10-K,20150302,MARATHON OIL CORP,755.0,105.0,0.0,0.0,0.0,0.0
0000101829-15-000005,101829,10983,10-K,20150205,UNITED TECHNOLOGIES CORP,1025.0,403.0,0.0,0.0,0.0,0.0
0000101830-15-000005,101830,10984,10-Q,20150205,SPRINT CORP,1044.0,17.0,0.0,0.0,0.0,0.0
0000104889-15-000017,104889,11300,10-K,20150227,GRAHAM HOLDINGS CO,2422.0,19.0,0.0,0.0,0.0,0.0
0000106040-15-000003,106040,11399,10-Q,20150210,WESTERN DIGITAL CORP,317.0,81.0,0.0,0.0,0.0,0.0
0000106535-15-000006,106535,11456,10-K,20150213,WEYERHAEUSER CO,349.0,193.0,0.0,0.0,0.0,0.0
0000106640-15-000014,106640,11465,10-K,20150226,WHIRLPOOL CORP,1088.0,406.0,0.0,0.0,0.0,0.0
0000107263-15-000003,107263,11506,10-K,20150225,WILLIAMS COS INC,1756.0,202.0,0.0,0.0,0.0,0.0
0000107815-15-000040,783325,11550,10-K,20150227,WEC ENERGY GROUP INC,392.0,1292.0,0.0,0.0,0.0,0.0
0000109380-15-000046,109380,11687,10-K,20150227,ZIONS BANCORPORATION NA,1117.0,243.0,0.0,0.0,0.0,0.0
0000200406-15-000004,200406,6266,10-K,20150224,JOHNSON & JOHNSON,1160.0,15.0,0.0,0.0,0.0,0.0
0000203077-15-000003,203077,9372,10-K,20150226,ST JUDE MEDICAL INC,1475.0,325.0,0.0,0.0,0.0,0.0
0000216228-15-000007,216228,5860,10-K,20150220,ITT INC,1274.0,219.0,0.0,0.0,0.0,0.0
0000277135-15-000005,277135,5256,10-K,20150227,GRAINGER (W W) INC,1249.0,23.0,0.0,0.0,0.0,0.0
0000277948-15-000010,277948,2574,10-K,20150211,CSX CORP,196.0,63.0,0.0,0.0,0.0,0.0
0000310158-15-000005,310158,7257,10-K,20150227,MERCK & CO,1828.0,155.0,0.0,0.0,0.0,0.0
0000310522-15-000081,310522,4601,10-K,20150220,FEDERAL NATIONAL MORTGA ASSN,735.0,2.0,0.0,0.0,0.0,0.0
0000310764-15-000022,310764,10115,10-K,20150212,STRYKER CORP,1213.0,647.0,0.0,0.0,0.0,0.0
0000313616-15-000038,313616,3735,10-K,20150225,DANAHER CORP,1316.0,83.0,0.0,0.0,0.0,0.0
0000314808-15-000018,314808,2270,10-K,20150302,VALARIS PLC,989.0,100.0,0.0,0.0,0.0,0.0
0000316709-15-000014,316709,13988,10-K,20150223,SCHWAB (CHARLES) CORP,691.0,231.0,0.0,0.0,0.0,0.0
0000318154-15-000005,318154,1602,10-K,20150219,AMGEN INC,1147.0,187.0,0.0,0.0,0.0,0.0
0000319201-15-000013,319201,6304,10-Q,20150123,KLA CORP,535.0,5.0,0.0,0.0,0.0,0.0
0000320187-15-000003,320187,7906,10-Q,20150107,NIKE INC  -CL B,110.0,0.0,0.0,0.0,0.0,0.0
0000350698-15-000045,350698,9063,10-K,20150211,AUTONATION INC,1846.0,0.0,0.0,0.0,0.0,0.0
0000352541-15-000005,352541,11554,10-K,20150225,ALLIANT ENERGY CORP,438.0,518.0,0.0,0.0,0.0,0.0
0000353944-15-000014,353944,6097,10-Q,20150209,INTL GAME TECHNOLOGY,702.0,0.0,0.0,0.0,0.0,0.0
0000354908-15-000012,354908,28477,10-K,20150227,FLIR SYSTEMS INC,988.0,32.0,0.0,0.0,0.0,0.0
